Data from Transmission_15-49-35-978.txt Node

Date: Mon Jun 01 15:49:35 CEST 2015
User: thomaskirchnerbackup
937.538 -1.4
937.968 1.54
938.399 1.7
938.829 -2.14
939.26 -0.78
939.69 -0.53
940.121 -1.11
940.551 -2.13
940.981 0.61
941.412 -1.23
941.842 -0.44
942.272 -0.45
942.703 -2.33
943.133 0.18
943.563 -1.75
943.993 -2.54
944.423 0.27
944.854 -0.85
945.284 -1.04
945.714 -0.47
946.144 0.55
946.574 0.58
947.004 0.57
947.434 1.08
947.864 1.43
948.294 0.6
948.724 -0.42
949.153 1.04
949.583 0.82
950.013 0.11
950.443 0.11
950.873 0.92
951.302 1.37
951.732 0.43
952.162 -0.94
952.591 -1.46
953.021 2.59
953.451 -2.59
953.88 -1.14
954.31 -0.23
954.739 -0.12
955.169 -2.41
955.598 -1.05
956.028 0.81
956.457 -1.19
956.886 -1.07
957.316 2.25
957.745 1.26
958.174 0.63
958.604 1.33
959.033 -1.53
959.462 -1.52
959.891 -3.42
960.321 0
960.75 2.76
961.179 3.52
961.608 -2.31
962.037 -2.28
962.466 0.57
962.895 0.14
963.324 -0.96
963.753 1.14
964.182 0
964.611 -0.43
965.04 -4.87
965.469 2.85
965.897 -0.29
966.326 -0.46
966.755 -0.46
967.184 2.18
967.612 1.86
968.041 -3.15
968.47 -5.56
968.898 1.3
969.327 1.63
969.756 3.69
970.184 -0.5
970.613 -0.16
971.041 -3.54
971.47 0.7
971.898 -0.52
972.327 1.9
972.755 0.69
973.183 -1.22
973.612 -3.38
974.04 3.44
974.468 -2.12
974.897 -1.66
975.325 3.9
975.753 1.33
976.181 3.11
976.609 0
977.037 -2.63
977.466 -0.81
977.894 0.81
978.322 -1.76
978.75 0.19
979.178 -0.98
979.606 -1.1
980.034 -3.35
980.462 -1.11
980.889 6.78
981.317 -3.81
981.745 -6.38
982.173 -0.44
982.601 1.75
983.028 3.07
983.456 3.13
983.884 -2.93
984.312 5.23
984.739 0.25
985.167 -0.24
985.594 3.59
986.022 3.31
986.45 -7.18
986.877 0.76
987.305 0.26
987.732 -6.62
988.159 -5.36
988.587 3.67
989.014 1.57
989.442 -2.17
989.869 -6.23
990.296 -2.88
990.724 0.96
991.151 -1.39
991.578 -2.61
992.005 0
992.432 3.35
992.859 -9.57
993.287 4.06
993.714 -0.94
994.141 9.31
994.568 -5.5
994.995 4.01
995.422 6.11
995.849 10.28
996.276 -0.35
996.703 4.97
997.129 2.86
997.556 5.1
997.983 0.34
998.41 4.91
998.837 4.97
999.263 -1.38
999.69 -3.33
1000.117 -6.12
1000.543 3.92
1000.97 -9.06
1001.397 -1.9
1001.823 1.28
1002.25 -2.51
1002.676 -6.06
1003.103 -1.61
1003.529 -6.3
1003.956 -1.49
1004.382 0
1004.809 0.36
1005.235 3.54
1005.661 6.18
1006.088 -5.62
1006.514 -1.94
1006.94 -11.56
1007.366 -3.57
1007.793 -0.37
1008.219 -7.33
1008.645 -5.68
1009.071 0.42
1009.497 -11.95
1009.923 4.68
1010.349 2.5
1010.775 4.38
1011.201 -0.37
1011.627 0.83
1012.053 1.3
1012.479 -6.09
1012.905 -8.7
1013.331 4.39
1013.757 -2.78
1014.182 -4.7
1014.608 -5.59
1015.034 2.86
1015.46 7.87
1015.885 2.81
1016.311 14.54
1016.737 2.86
1017.162 1.02
1017.588 -6.08
1018.013 -10.6
1018.439 5.79
1018.865 3.54
1019.29 -6.29
1019.715 -6.88
1020.141 1.56
1020.566 -0.58
1020.992 0.55
1021.417 2.12
1021.842 14.08
1022.268 8.29
1022.693 0.55
1023.118 -13.02
1023.543 4.47
1023.969 -0.69
1024.394 0
1024.819 3.49
1025.244 -3.87
1025.669 -20.01
1026.094 -7.1
1026.519 7.23
1026.944 3.64
1027.369 9.1
1027.794 7.98
1028.219 11.93
1028.644 15.23
1029.069 -9.57
1029.494 2.11
1029.918 9.82
1030.343 2.82
1030.768 3.45
1031.193 -7.7
1031.617 13.55
1032.042 -12.28
1032.467 -13.25
1032.891 9.24
1033.316 0.84
1033.741 -7.04
1034.165 20.32
1034.59 31.57
1035.014 3.97
1035.439 -6.09
1035.863 12.65
1036.288 3.28
1036.712 2.02
1037.136 3
1037.561 -2.94
1037.985 -6.86
1038.409 9.1
1038.834 3.37
1039.258 12.76
1039.682 12.08
1040.106 32.3
1040.53 -1.87
1040.954 -24.08
1041.379 3.85
1041.803 -1.93
1042.227 -20.24
1042.651 15.72
1043.075 17.92
1043.499 -5.06
1043.923 -10.36
1044.346 -12.13
1044.77 24.82
1045.194 -21.95
1045.618 3.58
1046.042 16.51
1046.466 -6.67
1046.889 20.48
1047.313 -6.99
1047.737 15.57
1048.16 12.78
1048.584 -26.61
1049.008 13.94
1049.431 -13.27
1049.855 4.12
1050.278 10.99
1050.702 20.35
1051.125 21.65
1051.549 -1.59
1051.972 8.34
1052.396 8.35
1052.819 2.71
1053.242 5.37
1053.666 -20.87
1054.089 13.2
1054.512 8.08
1054.936 -42.45
1055.359 -22.08
1055.782 -20.04
1056.205 6.86
1056.628 -56.12
1057.051 -5.14
1057.475 -5.18
1057.898 -29.62
1058.321 -37.82
1058.744 -18.49
1059.167 -1.39
1059.59 -22.43
1060.012 12.52
1060.435 -2
1060.858 17.13
1061.281 -54.48
1061.704 -23.87
1062.127 -2.33
1062.549 -8.36
1062.972 8.35
1063.395 -8.79
1063.818 0
1064.24 7.29
1064.663 -12.27
1065.086 -17.55
1065.508 20.67
1065.931 28.65
1066.353 -75.74
1066.776 -62.38
1067.198 29.03
1067.621 10.9
1068.043 -6.16
1068.465 -7.71
1068.888 66.86
1069.31 26.9
1069.732 12.16
1070.155 3.14
1070.577 31.19
1070.999 -55.31
1071.421 27.58
1071.844 0
1072.266 50.94
1072.688 -51.92
1073.11 -12.3
1073.532 12.16
1073.954 -56.25
1074.376 -34.18
1074.798 27.11
1075.22 66.89
1075.642 43.03
1076.064 -56.57
1076.486 -16.73
1076.908 10.76
1077.33 40.22
1077.751 342
1078.173 50.2
1078.595 40.15
1079.017 -112.5
1079.438 -3.35
1079.86 14.62
1080.282 42.49
1080.703 -85.34
1081.125 -35.5
1081.546 79.79
1081.968 -6.92
1082.39 -192.86
1082.811 7.16
1083.232 -13.38
1083.654 -86.17
1084.075 -115.2
1084.497 39.13
1084.918 51.51
1085.339 116.38
1085.761 38.85
1086.182 -132.17
1086.603 37.67
1087.024 -67.16
1087.446 -194.78
1087.867 105.88
1088.288 60.45
1088.709 -93.1
1089.13 40.91
1089.551 5.59
1089.972 165.79
1090.393 194.59
1090.814 9.64
1091.235 -135.85
1091.656 120.9
1092.077 229.09
1092.498 22.66
1092.919 89.74
1093.34 -90
1093.76 -8.74
1094.181 -50.94
1094.602 113.59
1095.023 151.4
1095.443 -110.2
1095.864 267.57
1096.285 165.31
1096.705 -109.35
1097.126 -100.8
1097.546 52.43
1097.967 104.85
1098.387 -152.11
1098.808 229.09
1099.228 169.41
1099.649 68.13
1100.069 8.6
1100.49 -36
1100.91 18.27
1101.33 201.72
1101.751 60.34
1102.171 33.54
1102.591 13.71
1103.011 -67.29
1103.431 3.72
1103.852 68.13
